out_port,frequency,LA0,LA1,LA2,LA3,LA4,LA5,LA6,LA7,LA8,LA9
1.0000,4600.0000,-42.8161,-45.5935,-44.2742,-44.2048,-46.2184,-47.2599,-42.8161,-44.2742,-47.6765,-44.8991
1.0000,4800.0000,-43.1635,-45.2735,-40.2798,-43.7965,-48.3683,-44.7109,-41.8975,-46.0472,-45.5549,-42.7415
1.0000,5000.0000,-45.8544,-42.2192,-39.1541,-46.0683,-45.1416,-42.0053,-41.9341,-45.0704,-42.7181,-41.7202
1.0000,5200.0000,-42.1348,-38.1599,-38.1599,-44.9535,-41.4121,-41.0508,-43.9417,-41.8458,-41.1230,-43.5080
1.0000,5400.0000,-37.6323,-36.6059,-40.9313,-40.6381,-39.7584,-41.5178,-40.7114,-38.8053,-39.7584,-42.9841
1.0000,5600.0000,-35.5458,-37.7778,-37.5546,-36.8106,-38.2986,-40.9027,-35.6202,-36.8850,-40.6795,-38.6706
1.0000,5800.0000,-33.7550,-36.9277,-31.2622,-34.5859,-39.9493,-36.4745,-32.8485,-36.7011,-37.0788,-33.7550
1.0000,6000.0000,-35.0742,-31.6213,-27.7848,-34.2302,-35.1509,-31.4678,-30.2401,-34.6138,-31.8515,-30.6238
2.0000,1000.0000,-48.5490,-44.8744,-44.6334,-50.7176,-47.5249,-46.9828,-49.5731,-48.3683,-47.2840,-48.6695
2.0000,1200.0000,-45.7413,-44.7745,-48.2185,-48.3393,-47.3726,-48.4602,-48.3998,-46.7080,-47.3726,-50.5145
2.0000,1400.0000,-45.6700,-47.0648,-47.5499,-46.8222,-47.9137,-50.1574,-45.8520,-46.7616,-49.5510,-48.4595
2.0000,1600.0000,-45.8264,-48.7496,-44.4258,-46.9226,-51.0028,-48.6278,-45.3392,-48.2624,-49.0541,-46.2527
2.0000,1800.0000,-48.7380,-46.9021,-43.8423,-48.4932,-49.9619,-46.7797,-45.4334,-49.3499,-47.0857,-46.0453
2.0000,2000.0000,-48.2470,-44.2475,-43.8168,-50.2775,-47.0779,-46.5857,-48.6777,-47.7548,-46.6472,-47.5702
2.0000,2200.0000,-45.9756,-44.1185,-47.3375,-48.1422,-46.6566,-47.4613,-48.2660,-46.0375,-46.6566,-49.9993
2.0000,2400.0000,-44.9448,-45.6302,-47.3127,-46.0664,-47.1258,-49.6183,-46.1911,-46.1288,-48.7459,-48.0605
2.0000,2600.0000,-45.0523,-48.5042,-44.6129,-46.3075,-50.1988,-48.3159,-44.8012,-47.1862,-48.8808,-45.6799
2.0000,2800.0000,-47.7742,-46.8254,-43.1570,-47.2682,-50.0511,-46.4459,-44.9280,-49.0392,-47.2682,-45.4972
2.0000,3000.0000,-49.0871,-43.9851,-43.2198,-50.2350,-47.8753,-45.8345,-47.4927,-47.6202,-46.2810,-46.4085
2.0000,3200.0000,-46.6305,-43.7352,-46.1801,-48.1103,-46.3088,-46.5018,-48.4963,-45.7297,-46.1801,-49.8475
2.0000,3400.0000,-44.5723,-43.8579,-47.4948,-45.8712,-46.7154,-49.3132,-46.8453,-45.8062,-47.6896,-48.3390
2.0000,3600.0000,-44.5435,-47.5606,-45.8553,-45.9209,-48.2165,-48.7412,-44.5435,-45.9865,-49.2003,-46.3144
2.0000,3800.0000,-45.3920,-47.7779,-42.9399,-46.1211,-50.5614,-47.1814,-44.2654,-48.3081,-47.8442,-45.1269
2.0000,4000.0000,-48.7987,-46.1187,-42.5677,-47.9947,-48.9327,-45.3817,-44.3097,-48.3967,-45.9177,-44.9797
2.0000,4200.0000,-47.3045,-42.8318,-42.2897,-49.4731,-46.1525,-45.0004,-47.5078,-46.7624,-45.4748,-46.3558
2.0000,4400.0000,-45.0984,-42.3552,-45.3041,-46.8814,-45.2355,-45.5784,-47.2243,-44.4811,-45.1669,-48.8016
2.0000,4600.0000,-42.6772,-42.0523,-45.8018,-44.1353,-44.8991,-47.8154,-45.0380,-43.9965,-46.1489,-46.4961
2.0000,4800.0000,-41.9678,-45.2735,-43.0932,-43.3745,-45.9769,-46.1176,-41.8272,-43.4448,-46.8912,-43.4448
2.0000,5000.0000,-42.2905,-44.0724,-39.1541,-42.7181,-47.2800,-43.3597,-40.7223,-45.2129,-44.5001,-41.5777
2.0000,5200.0000,-44.5198,-41.1230,-37.6540,-44.7366,-43.6526,-40.5449,-40.0390,-43.7971,-41.3399,-40.3280
2.0000,5400.0000,-40.9313,-36.5326,-36.1660,-43.7172,-39.6117,-38.9519,-41.9577,-40.6381,-39.3918,-41.0780
2.0000,5600.0000,-36.4386,-34.3553,-38.3730,-39.1170,-37.5546,-38.4474,-39.1170,-36.6618,-37.3314,-41.3491
2.0000,5800.0000,-32.7730,-33.3773,-35.9457,-34.2082,-35.4924,-38.5141,-34.5859,-34.2838,-37.1543,-36.4745
2.0000,6000.0000,-29.8565,-33.8465,-30.7773,-31.3144,-35.6881,-34.0767,-29.5496,-32.0050,-35.0742,-30.8540
