out_port,frequency,LA0,LA1,LA2,LA3,LA4,LA5,LA6,LA7,LA8,LA9
2.0000,1350.0000,-49.8297,-50.4938,-45.9047,-50.0508,-53.8565,-50.5677,-47.2017,-52.4281,-51.7559,-46.9125
2.0000,1400.0000,-51.3598,-48.9936,-46.1581,-53.3087,-52.7817,-48.4076,-49.5818,-51.8822,-48.3345,-48.3345
2.0000,1450.0000,-50.7363,-46.4094,-47.4979,-52.7569,-49.4033,-49.4771,-51.8557,-50.2907,-48.4477,-52.9076
2.0000,1500.0000,-48.5577,-47.3133,-50.4061,-50.9275,-49.8863,-52.2762,-51.0768,-47.9709,-50.1831,-52.8793
2.0000,1550.0000,-48.2232,-50.5930,-49.7001,-49.0338,-51.4159,-52.5448,-47.4168,-49.1816,-53.0744,-50.9665
2.0000,1600.0000,-49.4355,-50.9272,-46.5668,-49.9560,-54.3345,-51.6782,-47.0047,-52.2061,-52.1306,-47.1510
2.0000,1650.0000,-51.6366,-49.9857,-46.0779,-53.0759,-53.3806,-48.5735,-48.4995,-52.2411,-49.0181,-47.9826
2.0000,1700.0000,-51.0630,-46.5332,-46.9730,-53.1857,-50.1616,-49.1164,-52.1209,-51.1383,-48.1519,-51.8180
2.0000,1750.0000,-49.3610,-47.2094,-50.5606,-51.6176,-49.5852,-51.5419,-51.3149,-48.0221,-49.5852,-53.2160
2.0000,1800.0000,-47.9624,-49.7536,-49.9789,-49.0048,-50.8832,-52.7835,-49.0048,-49.0795,-53.1661,-51.8686
2.0000,1850.0000,-49.2431,-51.1285,-47.6761,-49.8440,-54.6548,-52.1176,-47.0093,-51.5082,-52.4996,-47.1572
2.0000,1900.0000,-51.7529,-50.3092,-45.9804,-51.6766,-53.6716,-48.8033,-48.0555,-52.5177,-50.4606,-47.7574
2.0000,1950.0000,-51.3075,-46.7936,-46.7194,-53.6116,-51.2313,-48.8844,-51.9189,-51.4601,-48.0598,-50.6984
2.0000,2000.0000,-50.1730,-47.0146,-50.2490,-52.0055,-49.4155,-50.8579,-51.7753,-48.2106,-49.1134,-53.6254
2.0000,2050.0000,-47.8328,-48.8866,-50.3277,-49.1889,-50.7090,-52.8606,-50.1754,-48.8866,-52.7833,-52.2431
2.0000,2100.0000,-49.1855,-51.2458,-49.1097,-49.6412,-54.3448,-52.4014,-46.7767,-50.5562,-52.7883,-47.7510
2.0000,2150.0000,-51.2438,-50.4760,-45.8680,-50.8594,-53.8022,-49.3308,-47.8916,-52.9452,-51.4748,-47.5902
2.0000,2200.0000,-51.5471,-47.3500,-46.4483,-53.8026,-52.1664,-48.7880,-51.3926,-51.9339,-48.1053,-49.0162
2.0000,2250.0000,-50.6120,-46.7290,-49.6136,-52.1596,-49.3840,-49.9969,-51.9266,-48.8496,-48.8496,-53.8780
2.0000,2300.0000,-47.8415,-47.7656,-50.2897,-49.5976,-50.4440,-53.2435,-50.9074,-48.6027,-52.1494,-52.4613
2.0000,2350.0000,-48.8871,-51.3567,-49.2706,-49.3474,-53.7044,-52.5266,-46.6799,-49.9632,-53.2323,-48.6574
2.0000,2400.0000,-50.7157,-50.6381,-45.7434,-49.7866,-53.9279,-50.0957,-47.4860,-52.9816,-51.8059,-47.2576
2.0000,2450.0000,-51.5500,-48.3734,-46.3136,-53.9114,-52.1766,-48.6039,-50.8477,-52.0197,-47.9901,-48.6808
2.0000,2500.0000,-50.6648,-46.5045,-49.0348,-52.2315,-49.1894,-49.8091,-51.9171,-49.1121,-48.6490,-53.9710
2.0000,2550.0000,-47.6125,-47.5357,-50.3219,-49.9322,-50.1659,-53.1533,-50.9472,-48.2280,-51.5747,-52.5202
2.0000,2600.0000,-48.7301,-51.1495,-49.3513,-49.1181,-53.4431,-52.4113,-46.5738,-49.5069,-53.1250,-49.2735
2.0000,2650.0000,-47.7588,-46.9879,-50.3274,-51.0345,-49.7794,-52.3779,-51.1133,-47.8361,-50.0140,-53.0932
2.0000,2700.0000,-47.6341,-50.2860,-49.6584,-48.7212,-50.9947,-52.5798,-47.4021,-48.9550,-53.2177,-51.3106
2.0000,2750.0000,-49.1418,-50.8724,-46.5776,-49.6906,-54.4648,-51.6646,-46.5776,-51.8235,-52.3009,-46.7320
2.0000,2800.0000,-51.5399,-49.7986,-45.5959,-51.8584,-53.2982,-48.2301,-48.0741,-52.3371,-49.6411,-47.5289
2.0000,2850.0000,-50.8546,-46.1513,-46.2287,-53.2534,-50.5372,-48.5657,-51.8104,-51.0931,-47.7051,-50.6165
2.0000,2900.0000,-49.6899,-46.5529,-49.8482,-51.5190,-48.9004,-50.4829,-51.3592,-47.5663,-48.5856,-53.1245
2.0000,2950.0000,-47.1106,-48.3661,-49.7891,-48.6813,-50.1864,-52.5079,-49.6304,-48.2087,-52.3469,-51.8646
2.0000,3000.0000,-51.5654,-49.0120,-45.4042,-53.1794,-52.9364,-47.9849,-48.8536,-51.8066,-47.9849,-47.5915
2.0000,3050.0000,-50.2995,-45.7179,-46.8915,-52.6343,-48.9444,-49.0239,-51.5840,-49.7403,-47.9150,-52.7154
2.0000,3100.0000,-47.9208,-46.5800,-49.9110,-50.3919,-49.2718,-52.0039,-50.5525,-47.3675,-49.7510,-52.2469
2.0000,3150.0000,-47.3688,-50.0797,-49.0384,-48.1619,-50.8847,-51.9364,-46.5004,-48.4802,-52.6680,-50.3208
2.0000,3200.0000,-48.7211,-50.1657,-45.5512,-49.2815,-53.8268,-50.6498,-46.1019,-51.8654,-51.5405,-46.1807
3.0000,1200.0000,-51.2846,-49.3030,-45.8430,-52.9927,-52.7689,-48.2131,-48.7934,-51.8025,-48.3580,-47.7072
3.0000,1250.0000,-50.5335,-46.3201,-47.0381,-52.6842,-49.3594,-48.7758,-51.7165,-50.3862,-48.1943,-52.1624
3.0000,1300.0000,-48.4628,-47.0855,-50.2206,-50.9589,-49.4857,-51.9240,-50.8110,-47.7363,-49.7058,-52.7452
3.0000,1350.0000,-48.0727,-50.3460,-49.5355,-48.7292,-51.1607,-52.3532,-47.2741,-48.9487,-52.8778,-50.7898
3.0000,1400.0000,-49.3610,-50.6165,-46.4464,-49.8767,-54.0646,-51.2109,-47.0973,-52.2564,-51.9570,-46.9525
3.0000,1450.0000,-51.5564,-49.6985,-46.0483,-53.2094,-53.0584,-48.5210,-48.7411,-52.0055,-48.6677,-47.9355
3.0000,1500.0000,-50.7784,-46.4410,-47.0220,-52.9548,-49.6641,-49.0731,-51.9755,-50.7784,-48.3374,-52.3515
3.0000,1550.0000,-48.8861,-47.2706,-50.3693,-51.2660,-49.7001,-52.0170,-51.0413,-47.9294,-49.8486,-52.6960
3.0000,1600.0000,-47.9578,-50.4035,-49.8071,-48.9167,-51.2272,-52.5841,-47.6639,-49.1388,-53.1909,-51.2272
3.0000,1650.0000,-49.4639,-50.8840,-46.6614,-49.9857,-54.2212,-51.5611,-47.0273,-52.3168,-52.3168,-47.1739
3.0000,1700.0000,-51.7423,-49.9371,-46.1677,-53.3384,-53.2620,-48.6705,-49.1164,-52.2726,-48.8933,-48.0780
3.0000,1750.0000,-50.8619,-46.5477,-47.1358,-53.1395,-49.8847,-49.1371,-52.0727,-51.0128,-48.4671,-52.4529
3.0000,1800.0000,-49.0048,-47.4438,-50.5058,-51.5648,-49.9037,-52.1730,-51.2615,-48.0367,-49.9037,-52.8599
3.0000,1850.0000,-47.9734,-50.5228,-49.9193,-48.9434,-51.2044,-52.7292,-47.7504,-49.2431,-53.4199,-51.5082
3.0000,1900.0000,-49.5545,-51.0675,-46.7923,-50.0825,-54.5227,-51.8292,-47.0145,-52.4411,-52.5177,-47.1628
3.0000,1950.0000,-51.8423,-50.0915,-46.2012,-53.4570,-53.4570,-48.6591,-48.5841,-52.3788,-49.1101,-48.0598
3.0000,2000.0000,-51.0104,-46.4942,-47.0146,-53.3156,-50.0971,-49.1889,-52.2360,-51.2395,-48.2856,-52.3898
3.0000,2050.0000,-49.1889,-47.3832,-50.6327,-51.6278,-49.8713,-52.1661,-51.3976,-47.9829,-49.7953,-53.2477
3.0000,2100.0000,-47.9767,-50.3270,-50.0218,-49.0340,-51.2458,-52.7883,-47.9767,-49.2614,-53.4870,-51.8611
3.0000,2150.0000,-49.5592,-51.0899,-46.8392,-49.9406,-54.5850,-51.7833,-47.0641,-52.4020,-52.5570,-47.1392
3.0000,2200.0000,-51.8565,-50.0087,-46.1489,-53.2555,-53.5679,-48.7120,-48.6360,-52.5546,-49.5499,-48.0296
3.0000,2250.0000,-51.1521,-46.5034,-46.9549,-53.3294,-50.2273,-49.1548,-52.2373,-51.2294,-48.2409,-52.2373
3.0000,2300.0000,-49.1377,-47.2350,-50.5211,-51.6049,-49.7511,-52.0715,-51.3721,-47.9174,-49.7511,-53.3219
3.0000,2350.0000,-48.0465,-50.3491,-49.8861,-48.8105,-51.0460,-52.7615,-47.8941,-49.0404,-53.3109,-51.6679
3.0000,2400.0000,-49.3240,-51.0265,-46.9537,-49.9411,-54.5615,-51.7278,-47.0296,-52.1187,-52.5104,-47.0296
3.0000,2450.0000,-51.7847,-49.9156,-45.9350,-53.0419,-53.5157,-48.6039,-48.4502,-52.4908,-49.6061,-47.9135
3.0000,2500.0000,-51.0552,-46.3524,-46.8092,-53.1782,-50.0421,-49.0348,-52.1528,-51.1334,-48.0335,-52.0742
3.0000,2550.0000,-49.0780,-46.9992,-50.4780,-51.4962,-49.6211,-51.8106,-51.2607,-47.7661,-49.6211,-53.2326
3.0000,2600.0000,-47.7256,-49.8966,-49.8186,-48.7301,-50.9924,-52.6489,-48.0340,-48.8077,-53.2045,-51.6216
3.0000,2650.0000,-49.0773,-50.9558,-46.9110,-49.6231,-54.5323,-51.7445,-46.6806,-51.7445,-52.4573,-46.8342
3.0000,2700.0000,-51.6271,-49.8935,-45.7099,-51.9441,-53.2976,-48.3321,-48.0216,-52.4206,-49.7367,-47.5567
3.0000,2750.0000,-51.0306,-46.1924,-46.4234,-53.3396,-50.3987,-48.6728,-51.9825,-51.1097,-47.8161,-50.9515
3.0000,2800.0000,-49.2480,-46.5210,-50.1929,-51.5399,-49.1695,-50.9840,-51.3809,-47.6067,-49.1695,-53.2179
3.0000,2850.0000,-47.3154,-48.6441,-49.7460,-48.7226,-50.4579,-52.5305,-49.1942,-48.4089,-52.9318,-51.8903
3.0000,2900.0000,-48.5070,-50.9604,-48.7429,-49.0580,-53.8516,-51.9191,-46.1646,-49.8482,-52.4807,-47.3319
3.0000,2950.0000,-50.2660,-50.1864,-45.1669,-49.9479,-53.4771,-49.5512,-47.1106,-52.5885,-51.3035,-46.7982
3.0000,3000.0000,-51.3245,-48.3793,-45.6372,-53.5851,-52.1287,-47.9849,-49.6470,-51.6458,-47.5129,-47.9849
3.0000,3050.0000,-50.3795,-45.6399,-46.7346,-52.6343,-48.8650,-49.0239,-51.5840,-49.8999,-47.8361,-52.3914
3.0000,3100.0000,-48.3965,-46.4229,-49.9110,-50.9545,-49.0327,-51.4381,-50.7132,-47.2097,-49.0327,-52.6527
3.0000,3150.0000,-47.0525,-48.9586,-49.3582,-48.0825,-50.1600,-52.0987,-48.1619,-48.2414,-52.6680,-51.1269
3.0000,3200.0000,-48.3218,-50.4883,-46.9707,-48.8010,-53.9089,-51.4593,-45.9444,-50.4076,-52.0281,-46.3384
4.0000,1200.0000,-50.8420,-50.0340,-45.5583,-50.4742,-53.0674,-48.6481,-47.3468,-52.1735,-50.6948,-47.2749
4.0000,1250.0000,-51.0499,-47.1822,-46.1769,-53.3577,-51.6423,-48.4121,-50.7546,-51.4199,-47.6874,-48.4848
4.0000,1300.0000,-50.4417,-46.4375,-48.7544,-52.5208,-49.0465,-49.4857,-51.4779,-48.9734,-48.3900,-53.3451
4.0000,1350.0000,-47.7092,-47.2017,-50.0508,-50.3460,-49.6825,-52.3532,-50.7898,-47.9999,-50.4938,-52.4281
4.0000,1400.0000,-47.8239,-50.4683,-49.5818,-48.7736,-51.3598,-52.2564,-47.2424,-49.0670,-52.9321,-50.8392
4.0000,1450.0000,-49.2559,-50.6619,-46.6989,-49.6985,-54.1940,-51.4817,-46.9164,-51.9306,-52.1555,-46.9890
4.0000,1500.0000,-51.6004,-50.1831,-46.0067,-51.9004,-53.1816,-48.4843,-48.1907,-52.3515,-49.8863,-47.7514
4.0000,1550.0000,-51.1911,-46.6874,-46.6146,-53.4536,-51.1911,-48.7385,-51.7162,-51.3409,-48.0028,-50.3693
4.0000,1600.0000,-50.4782,-46.7856,-49.8071,-51.9797,-49.2129,-50.1796,-51.7535,-48.4734,-48.9167,-53.7236
4.0000,1650.0000,-47.6881,-47.7617,-50.2846,-49.8364,-50.3594,-53.0759,-50.7340,-48.4256,-51.7120,-52.3925
4.0000,1700.0000,-48.7447,-51.2891,-49.6381,-49.1908,-53.2620,-52.5004,-46.7530,-49.5635,-53.1857,-49.7128
4.0000,1750.0000,-49.8847,-50.8619,-46.2545,-50.1848,-54.2131,-51.0128,-47.3569,-52.7577,-52.1487,-47.2831
4.0000,1800.0000,-51.7926,-49.9789,-46.1914,-53.3194,-53.3194,-48.7063,-49.0795,-52.3254,-48.8555,-48.1109
4.0000,1850.0000,-51.1285,-46.4926,-46.8615,-53.2661,-50.4472,-49.1681,-52.1939,-51.2803,-48.2712,-51.8126
4.0000,1900.0000,-49.7806,-47.0145,-50.4606,-51.8292,-49.4792,-51.2195,-51.6766,-48.0555,-49.1785,-53.3631
4.0000,1950.0000,-47.7609,-48.8844,-50.3188,-49.2607,-50.6984,-53.2254,-50.0158,-48.8844,-52.7631,-52.2254
4.0000,2000.0000,-48.9626,-51.3160,-49.3399,-49.4155,-54.0910,-52.3898,-46.7914,-50.1730,-52.9293,-48.0606
4.0000,2050.0000,-50.7090,-50.7090,-45.9680,-50.4801,-54.1024,-50.3277,-47.6078,-53.0154,-52.0121,-47.4581
4.0000,2100.0000,-51.7071,-49.0340,-46.4036,-53.9543,-52.4787,-48.5800,-50.2506,-52.2468,-48.2027,-48.5800
4.0000,2150.0000,-51.0131,-46.5397,-47.6655,-53.2563,-49.6354,-49.7117,-52.1697,-50.5526,-48.5718,-52.9452
4.0000,2200.0000,-48.9401,-47.3500,-50.5455,-51.5471,-49.9321,-52.2439,-51.3154,-48.0296,-49.9321,-53.1775
4.0000,2250.0000,-47.9374,-49.8435,-50.0737,-48.9259,-50.9976,-52.9386,-49.0784,-49.0784,-53.3294,-51.9266
4.0000,2300.0000,-49.0611,-51.2946,-48.2217,-49.6743,-54.4233,-52.2273,-46.7062,-51.0622,-52.7737,-47.3864
4.0000,2350.0000,-51.2013,-50.5037,-45.7752,-50.7359,-53.8620,-49.5781,-47.6657,-52.8399,-51.3567,-47.5137
4.0000,2400.0000,-51.5717,-47.7146,-46.3474,-53.8488,-52.1970,-48.6324,-51.0265,-51.9622,-47.9436,-48.7858
4.0000,2450.0000,-50.6920,-46.3894,-48.6808,-53.1997,-49.2971,-49.7608,-52.1766,-49.6061,-48.5270,-53.5157
4.0000,2500.0000,-48.7261,-47.2673,-50.4310,-51.0552,-49.8867,-52.4677,-51.2116,-47.9567,-50.1975,-53.0991
4.0000,2550.0000,-47.8430,-50.2439,-49.8544,-48.7684,-51.1039,-52.7574,-47.8430,-49.0005,-53.3913,-51.6533
4.0000,2600.0000,-49.0404,-51.0709,-47.4946,-49.6627,-54.6410,-52.0160,-46.7269,-51.3067,-52.3322,-46.9568
4.0000,2650.0000,-51.4286,-50.3274,-45.5329,-50.9558,-53.5716,-48.7661,-47.6815,-52.6160,-50.8771,-47.2959
4.0000,2700.0000,-50.2074,-46.4001,-49.5018,-51.9441,-49.0330,-49.8151,-51.7063,-48.4877,-48.5655,-53.7777
4.0000,2750.0000,-47.5057,-48.0493,-50.1624,-49.2984,-50.2411,-53.0994,-50.5565,-48.3608,-51.9825,-52.2212
4.0000,2800.0000,-48.6209,-51.1427,-48.9342,-49.0126,-53.5393,-52.1774,-46.2893,-49.7986,-52.9773,-48.3082
4.0000,2850.0000,-50.3787,-50.3787,-45.3027,-50.0620,-53.8984,-49.8249,-47.0819,-52.6909,-51.4912,-46.9265
4.0000,2900.0000,-51.3592,-48.1928,-45.8547,-53.6898,-52.1595,-48.1144,-50.0860,-51.7589,-47.5663,-48.1928
4.0000,2950.0000,-50.4252,-45.9418,-48.0514,-52.8304,-48.9181,-49.3135,-51.7041,-49.4719,-48.0514,-53.2344
4.0000,3000.0000,-47.2773,-46.7289,-50.0450,-50.1247,-49.4881,-52.2900,-50.6037,-47.5129,-50.3641,-52.3707
4.0000,3050.0000,-47.9940,-50.4596,-49.1033,-48.4686,-51.5035,-52.0681,-46.4994,-48.7857,-52.7964,-49.8201
4.0000,3100.0000,-49.1920,-50.2315,-45.4053,-49.5911,-53.9568,-50.6328,-46.5014,-52.1659,-51.7612,-46.3444
4.0000,3150.0000,-51.1269,-48.9586,-45.1666,-53.0756,-52.6680,-47.7649,-48.5598,-51.6932,-47.9236,-47.5271
4.0000,3200.0000,-50.1657,-45.4727,-46.2596,-52.5170,-49.0411,-48.6411,-51.4593,-50.0046,-47.3670,-52.0281
