out_port,frequency,LA0,LA1,LA2,LA3,LA4,LA5,LA6,LA7,LA8,LA9
3.000000,1000.000000,0.787097,0.787097,0.864516,0.751613,0.664516,0.741935,0.822581,0.732258,0.725806,0.767742
3.000000,1200.000000,0.754839,0.809677,0.903226,0.725806,0.670968,0.770968,0.800000,0.729032,0.758065,0.764516
3.000000,1400.000000,0.754839,0.845161,0.864516,0.680645,0.729032,0.777419,0.767742,0.754839,0.777419,0.725806
3.000000,1600.000000,0.787097,0.854839,0.822581,0.729032,0.748387,0.745161,0.761290,0.777419,0.764516,0.696774
3.000000,1800.000000,0.809677,0.819355,0.816129,0.767742,0.732258,0.722581,0.796774,0.777419,0.732258,0.716129
3.000000,2000.000000,0.800000,0.790323,0.841935,0.770968,0.664516,0.722581,0.816129,0.754839,0.722581,0.758065
3.000000,2200.000000,0.764516,0.796774,0.893548,0.738710,0.664516,0.758065,0.809677,0.719355,0.745161,0.767742
3.000000,2400.000000,0.751613,0.829032,0.874194,0.677419,0.683871,0.770968,0.774194,0.732258,0.774194,0.745161
3.000000,2600.000000,0.770968,0.854839,0.838710,0.690323,0.741935,0.764516,0.758065,0.764516,0.777419,0.703226
3.000000,2800.000000,0.800000,0.832258,0.816129,0.748387,0.741935,0.725806,0.774194,0.783871,0.748387,0.706452
3.000000,3000.000000,0.806452,0.796774,0.825806,0.770968,0.680645,0.712903,0.809677,0.761290,0.722581,0.738710
3.000000,3200.000000,0.777419,0.787097,0.867742,0.751613,0.658065,0.741935,0.822581,0.732258,0.725806,0.767742
3.000000,3400.000000,0.751613,0.816129,0.903226,0.722581,0.677419,0.774194,0.793548,0.725806,0.761290,0.758065
3.000000,3600.000000,0.751613,0.848387,0.861290,0.683871,0.732258,0.770968,0.761290,0.758065,0.777419,0.719355
3.000000,3800.000000,0.783871,0.851613,0.819355,0.729032,0.751613,0.741935,0.761290,0.777419,0.764516,0.696774
3.000000,4000.000000,0.806452,0.812903,0.816129,0.764516,0.732258,0.719355,0.796774,0.777419,0.732258,0.716129
3.000000,4200.000000,0.800000,0.790323,0.848387,0.770968,0.667742,0.722581,0.816129,0.751613,0.722581,0.758065
3.000000,4400.000000,0.764516,0.796774,0.890323,0.738710,0.658065,0.758065,0.812903,0.722581,0.741935,0.767742
3.000000,4600.000000,0.748387,0.829032,0.877419,0.683871,0.683871,0.774194,0.777419,0.735484,0.774194,0.748387
3.000000,4800.000000,0.812903,0.809677,0.819355,0.770968,0.725806,0.719355,0.796774,0.774194,0.725806,0.725806
3.000000,5000.000000,0.787097,0.790323,0.861290,0.761290,0.664516,0.729032,0.822581,0.738710,0.719355,0.764516
3.000000,5200.000000,0.754839,0.806452,0.906452,0.729032,0.664516,0.764516,0.806452,0.725806,0.754839,0.767742
3.000000,5400.000000,0.751613,0.845161,0.864516,0.680645,0.722581,0.777419,0.767742,0.745161,0.777419,0.725806
3.000000,5600.000000,0.780645,0.854839,0.829032,0.725806,0.748387,0.751613,0.761290,0.774194,0.767742,0.696774
3.000000,5800.000000,0.809677,0.825806,0.816129,0.758065,0.732258,0.719355,0.793548,0.774194,0.741935,0.716129
3.000000,6000.000000,0.800000,0.790323,0.848387,0.774194,0.674194,0.719355,0.816129,0.754839,0.722581,0.751613
4.000000,800.000000,0.770968,0.790323,0.890323,0.738710,0.664516,0.751613,0.809677,0.722581,0.745161,0.767742
4.000000,1000.000000,0.751613,0.832258,0.890323,0.683871,0.677419,0.777419,0.777419,0.732258,0.774194,0.748387
4.000000,1200.000000,0.770968,0.851613,0.845161,0.687097,0.741935,0.764516,0.754839,0.764516,0.777419,0.703226
4.000000,1400.000000,0.800000,0.835484,0.816129,0.745161,0.741935,0.725806,0.774194,0.783871,0.748387,0.703226
4.000000,1600.000000,0.809677,0.796774,0.829032,0.770968,0.683871,0.712903,0.806452,0.761290,0.722581,0.741935
4.000000,1800.000000,0.777419,0.787097,0.867742,0.748387,0.658065,0.741935,0.822581,0.732258,0.735484,0.774194
4.000000,2000.000000,0.745161,0.816129,0.903226,0.690323,0.674194,0.774194,0.793548,0.729032,0.764516,0.758065
4.000000,2200.000000,0.761290,0.858065,0.851613,0.680645,0.735484,0.770968,0.761290,0.754839,0.777419,0.716129
4.000000,2400.000000,0.787097,0.845161,0.819355,0.738710,0.745161,0.732258,0.767742,0.783871,0.758065,0.696774
4.000000,2600.000000,0.806452,0.809677,0.819355,0.770968,0.722581,0.719355,0.800000,0.770968,0.725806,0.722581
4.000000,2800.000000,0.787097,0.790323,0.861290,0.761290,0.661290,0.732258,0.822581,0.745161,0.725806,0.767742
4.000000,3000.000000,0.751613,0.806452,0.906452,0.729032,0.664516,0.764516,0.796774,0.722581,0.754839,0.764516
4.000000,3200.000000,0.754839,0.845161,0.861290,0.677419,0.725806,0.774194,0.764516,0.748387,0.777419,0.725806
4.000000,3400.000000,0.780645,0.858065,0.825806,0.729032,0.751613,0.745161,0.761290,0.777419,0.770968,0.696774
4.000000,3600.000000,0.809677,0.822581,0.812903,0.761290,0.732258,0.719355,0.787097,0.777419,0.729032,0.716129
4.000000,3800.000000,0.800000,0.790323,0.848387,0.767742,0.674194,0.719355,0.816129,0.751613,0.722581,0.754839
4.000000,4000.000000,0.764516,0.796774,0.893548,0.738710,0.664516,0.758065,0.809677,0.722581,0.745161,0.767742
4.000000,4200.000000,0.751613,0.829032,0.874194,0.683871,0.709677,0.777419,0.777419,0.732258,0.774194,0.741935
4.000000,4400.000000,0.770968,0.851613,0.838710,0.687097,0.741935,0.758065,0.754839,0.767742,0.774194,0.703226
4.000000,4600.000000,0.806452,0.835484,0.816129,0.748387,0.741935,0.722581,0.774194,0.783871,0.741935,0.703226
4.000000,4800.000000,0.806452,0.796774,0.829032,0.770968,0.680645,0.716129,0.812903,0.764516,0.722581,0.741935
4.000000,5000.000000,0.777419,0.790323,0.870968,0.748387,0.661290,0.745161,0.822581,0.725806,0.732258,0.767742
4.000000,5200.000000,0.745161,0.819355,0.903226,0.683871,0.677419,0.770968,0.780645,0.729032,0.770968,0.758065
4.000000,5400.000000,0.767742,0.858065,0.854839,0.683871,0.738710,0.767742,0.761290,0.758065,0.777419,0.712903
4.000000,5600.000000,0.796774,0.848387,0.812903,0.738710,0.745161,0.738710,0.770968,0.783871,0.754839,0.700000
4.000000,5800.000000,0.806452,0.803226,0.816129,0.767742,0.719355,0.719355,0.803226,0.770968,0.722581,0.732258
4.000000,6000.000000,0.790323,0.787097,0.861290,0.758065,0.664516,0.729032,0.822581,0.738710,0.719355,0.764516
5.000000,800.000000,0.751613,0.806452,0.903226,0.732258,0.664516,0.764516,0.806452,0.725806,0.754839,0.767742
5.000000,1000.000000,0.754839,0.845161,0.867742,0.680645,0.722581,0.774194,0.767742,0.748387,0.777419,0.725806
5.000000,1200.000000,0.780645,0.858065,0.829032,0.729032,0.748387,0.754839,0.754839,0.777419,0.770968,0.696774
5.000000,1400.000000,0.806452,0.825806,0.816129,0.758065,0.732258,0.716129,0.783871,0.783871,0.732258,0.709677
5.000000,1600.000000,0.806452,0.796774,0.835484,0.770968,0.677419,0.712903,0.812903,0.764516,0.729032,0.741935
5.000000,1800.000000,0.777419,0.787097,0.867742,0.754839,0.658065,0.741935,0.822581,0.732258,0.725806,0.767742
5.000000,2000.000000,0.754839,0.809677,0.880645,0.722581,0.670968,0.767742,0.796774,0.722581,0.758065,0.761290
5.000000,2200.000000,0.751613,0.848387,0.867742,0.680645,0.722581,0.774194,0.764516,0.745161,0.777419,0.725806
5.000000,2400.000000,0.774194,0.854839,0.829032,0.729032,0.751613,0.754839,0.761290,0.770968,0.770968,0.703226
5.000000,2600.000000,0.803226,0.829032,0.812903,0.754839,0.738710,0.725806,0.777419,0.783871,0.745161,0.706452
5.000000,2800.000000,0.806452,0.793548,0.829032,0.770968,0.680645,0.712903,0.809677,0.761290,0.722581,0.741935
5.000000,3000.000000,0.780645,0.790323,0.861290,0.754839,0.658065,0.741935,0.822581,0.732258,0.725806,0.767742
5.000000,3200.000000,0.754839,0.809677,0.906452,0.725806,0.670968,0.770968,0.800000,0.729032,0.758065,0.761290
5.000000,3400.000000,0.754839,0.845161,0.861290,0.680645,0.722581,0.774194,0.767742,0.748387,0.777419,0.725806
5.000000,3600.000000,0.780645,0.851613,0.829032,0.725806,0.748387,0.751613,0.758065,0.770968,0.770968,0.703226
5.000000,3800.000000,0.800000,0.832258,0.816129,0.754839,0.738710,0.719355,0.777419,0.783871,0.745161,0.709677
5.000000,4000.000000,0.806452,0.796774,0.829032,0.770968,0.680645,0.712903,0.812903,0.764516,0.722581,0.741935
5.000000,4200.000000,0.787097,0.787097,0.867742,0.754839,0.664516,0.741935,0.825806,0.732258,0.725806,0.767742
5.000000,4400.000000,0.758065,0.809677,0.903226,0.725806,0.667742,0.767742,0.796774,0.725806,0.758065,0.761290
5.000000,4600.000000,0.754839,0.845161,0.861290,0.680645,0.729032,0.774194,0.764516,0.748387,0.777419,0.725806
5.000000,4800.000000,0.777419,0.858065,0.825806,0.729032,0.751613,0.751613,0.754839,0.770968,0.770968,0.703226
5.000000,5000.000000,0.809677,0.829032,0.816129,0.751613,0.735484,0.719355,0.783871,0.783871,0.741935,0.709677
5.000000,5200.000000,0.806452,0.793548,0.829032,0.770968,0.680645,0.712903,0.812903,0.761290,0.722581,0.741935
5.000000,5400.000000,0.780645,0.796774,0.867742,0.754839,0.661290,0.741935,0.822581,0.732258,0.725806,0.767742
5.000000,5600.000000,0.754839,0.809677,0.906452,0.725806,0.670968,0.770968,0.793548,0.725806,0.758065,0.761290
5.000000,5800.000000,0.754839,0.845161,0.864516,0.677419,0.725806,0.777419,0.764516,0.745161,0.777419,0.725806
5.000000,6000.000000,0.780645,0.851613,0.829032,0.722581,0.751613,0.754839,0.758065,0.777419,0.770968,0.703226
6.000000,800.000000,0.806452,0.829032,0.816129,0.751613,0.738710,0.722581,0.783871,0.783871,0.738710,0.709677
6.000000,1000.000000,0.806452,0.796774,0.835484,0.770968,0.683871,0.716129,0.812903,0.761290,0.722581,0.741935
6.000000,1200.000000,0.780645,0.787097,0.867742,0.748387,0.658065,0.741935,0.816129,0.732258,0.732258,0.767742
6.000000,1400.000000,0.754839,0.816129,0.906452,0.729032,0.677419,0.770968,0.793548,0.725806,0.758065,0.758065
6.000000,1600.000000,0.754839,0.845161,0.861290,0.680645,0.729032,0.777419,0.767742,0.754839,0.777419,0.722581
6.000000,1800.000000,0.777419,0.851613,0.822581,0.725806,0.748387,0.754839,0.761290,0.777419,0.770968,0.696774
6.000000,2000.000000,0.806452,0.829032,0.816129,0.751613,0.735484,0.719355,0.783871,0.783871,0.732258,0.706452
6.000000,2200.000000,0.806452,0.796774,0.835484,0.770968,0.677419,0.716129,0.809677,0.761290,0.722581,0.745161
6.000000,2400.000000,0.777419,0.787097,0.870968,0.754839,0.658065,0.741935,0.822581,0.729032,0.732258,0.767742
6.000000,2600.000000,0.754839,0.812903,0.906452,0.722581,0.670968,0.770968,0.800000,0.725806,0.758065,0.761290
6.000000,2800.000000,0.751613,0.841935,0.867742,0.680645,0.729032,0.777419,0.767742,0.745161,0.777419,0.729032
6.000000,3000.000000,0.777419,0.854839,0.829032,0.729032,0.748387,0.754839,0.754839,0.774194,0.770968,0.700000
6.000000,3200.000000,0.803226,0.829032,0.812903,0.751613,0.741935,0.725806,0.777419,0.783871,0.745161,0.706452
6.000000,3400.000000,0.777419,0.787097,0.867742,0.748387,0.658065,0.745161,0.816129,0.725806,0.729032,0.767742
6.000000,3600.000000,0.745161,0.822581,0.903226,0.683871,0.674194,0.770968,0.790323,0.725806,0.764516,0.754839
6.000000,3800.000000,0.761290,0.854839,0.854839,0.683871,0.732258,0.770968,0.754839,0.758065,0.777419,0.709677
6.000000,4000.000000,0.787097,0.845161,0.816129,0.735484,0.754839,0.741935,0.764516,0.780645,0.758065,0.696774
6.000000,4200.000000,0.806452,0.809677,0.816129,0.770968,0.719355,0.719355,0.800000,0.770968,0.725806,0.719355
6.000000,4400.000000,0.793548,0.790323,0.858065,0.767742,0.664516,0.725806,0.822581,0.748387,0.719355,0.761290
6.000000,4600.000000,0.754839,0.800000,0.903226,0.735484,0.664516,0.761290,0.803226,0.722581,0.748387,0.767742
6.000000,4800.000000,0.748387,0.838710,0.867742,0.680645,0.722581,0.777419,0.764516,0.738710,0.777419,0.725806
6.000000,5000.000000,0.780645,0.858065,0.825806,0.729032,0.751613,0.751613,0.754839,0.770968,0.770968,0.696774
6.000000,5200.000000,0.809677,0.825806,0.812903,0.758065,0.738710,0.719355,0.780645,0.777419,0.741935,0.709677
6.000000,5400.000000,0.803226,0.790323,0.838710,0.770968,0.670968,0.716129,0.816129,0.758065,0.722581,0.754839
6.000000,5600.000000,0.777419,0.790323,0.874194,0.738710,0.661290,0.751613,0.816129,0.725806,0.732258,0.767742
6.000000,5800.000000,0.751613,0.825806,0.893548,0.680645,0.680645,0.774194,0.783871,0.725806,0.770968,0.748387
6.000000,6000.000000,0.764516,0.854839,0.845161,0.687097,0.738710,0.767742,0.754839,0.764516,0.777419,0.706452
